replicate,arm,task_id,repository,position,global_position,agg_score,is_failure,inputTokens,outputTokens,totalTokens,totalTokens_raw,runtimeSec,turns
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9a7,simple-login/app,15,15,1.0,False,,,2796690,56138.0,1376.316,73
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,1,16,0.0,True,,,5790539,2897021.0,,156
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,2,17,0.625,False,1184647.0,5321.0,1189968,36025.0,652.444,47
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,3,18,0.6,False,,,5434823,5423761.0,,136
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,4,19,0.8461538461538461,False,508240.0,3608.0,511848,27103.0,361.643,25
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,5,20,0.0,True,,,2040529,2037579.0,,62
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,6,21,0.8,False,,,2737259,54161.0,,76
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,7,22,1.0,False,,,1777389,41335.0,,51
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,8,23,0.6666666666666666,False,,,3401183,3393101.0,,87
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,9,24,1.0,False,,,2001612,30906.0,,54
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,10,25,0.0,True,,,8904931,4451942.0,,224
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,11,26,0.0,True,,,3151454,3146449.0,,86
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,12,27,1.0,False,,,1443888,54526.0,869.571,42
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,13,28,1.0,False,802613.0,9602.0,812215,38331.0,619.636,30
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,14,29,0.8181818181818182,False,,,1965809,49393.0,1160.977,66
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,15,30,0.5714285714285714,False,,,2713135,54556.0,,75
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,0.6,False,,,2631109,54419.0,2321.316,66
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,2,2,0.0,True,,,2998117,,,77
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,3,3,1.0,False,,,3555518,56441.0,,88
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9ad,simple-login/app,4,4,0.0,True,,,7980882,3990515.0,,198
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97baa1d,simple-login/app,5,5,0.875,False,2082694.0,11722.0,2094416,48164.0,2045.735,62
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9a5,simple-login/app,6,6,0.5384615384615384,False,,,2043264,54483.0,1685.379,57
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9e8,simple-login/app,7,7,0.6666666666666666,False,,,2162228,56317.0,2295.731,57
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9aa,simple-login/app,8,8,0.0,True,,,8619217,8608566.0,,186
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9ab,simple-login/app,9,9,0.0,True,,,7448885,7440802.0,,171
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9a8,simple-login/app,10,10,0.0,False,,,4976200,52410.0,574.31,111
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,11,11,0.0,False,,,2845044,52226.0,1891.049,81
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9a4,simple-login/app,12,12,0.0,False,,,1615605,51176.0,,44
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,13,13,0.7,False,,,3395865,59355.0,2408.057,88
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9a6,simple-login/app,14,14,0.8181818181818182,False,,,6117677,62606.0,,125
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9a7,simple-login/app,15,15,0.0,True,,,1946822,,,52
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,1,16,0.8181818181818182,False,,,3519217,56313.0,,91
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,2,17,0.625,False,,,2716163,53050.0,1994.728,79
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,3,18,0.6,False,,,5556879,54224.0,,119
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,4,19,0.9230769230769231,False,861506.0,5408.0,866914,36669.0,729.27,30
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,5,20,0.0,True,,,1193552,,,35
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,6,21,0.0,True,,,1581407,52058.0,1269.431,46
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,7,22,0.0,True,,,1302591,,,39
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,8,23,0.6666666666666666,False,,,3051980,39450.0,,74
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,9,24,1.0,False,,,4564016,4551144.0,,109
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,10,25,1.0,False,,,7054623,56237.0,,160
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,11,26,0.0,True,,,5918745,5910387.0,,137
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,12,27,0.0,True,,,2923856,54232.0,1222.205,82
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,13,28,1.0,False,,,1784279,48287.0,712.917,50
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,14,29,0.8181818181818182,False,,,2455017,57221.0,750.476,72
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,15,30,0.7142857142857143,False,,,4258280,4244143.0,,103
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,0.6,False,,,2766871,59572.0,1931.995,68
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9a7,simple-login/app,2,2,1.0,False,1885196.0,8353.0,1893549,46848.0,1590.328,56
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9a9,simple-login/app,3,3,0.4,False,,,9742690,67967.0,,207
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9ab,simple-login/app,4,4,0.0,True,,,6198137,6190150.0,,145
ctxlimit-shuffle2,control,task-6905333b74f22949d97baa1d,simple-login/app,5,5,0.0,True,,,1643700,,,41
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9b2,simple-login/app,6,6,1.0,False,1632738.0,6537.0,1639275,41307.0,1195.028,59
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9a8,simple-login/app,7,7,0.8,False,,,1670652,55953.0,1263.586,40
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9e8,simple-login/app,8,8,0.0,True,,,1492608,,,46
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9af,simple-login/app,9,9,0.8461538461538461,False,,,3733812,61061.0,2694.448,89
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9ae,simple-login/app,10,10,0.5833333333333334,False,1906512.0,6403.0,1912915,45614.0,1346.964,58
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9aa,simple-login/app,11,11,0.0,False,,,3788879,39300.0,,107
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9a5,simple-login/app,12,12,0.0,False,,,2457871,53702.0,1084.945,61
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9a6,simple-login/app,13,13,0.0,True,,,34614372,17266947.0,,630
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9a4,simple-login/app,14,14,1.0,False,,,1035116,57072.0,950.03,26
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9ad,simple-login/app,15,15,0.5454545454545454,False,,,5413914,5403163.0,,137
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,1,16,0.5,False,,,1220230,51915.0,1012.989,33
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,2,17,0.9,False,,,1139061,54023.0,948.82,32
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,3,18,0.875,False,,,2247154,47053.0,1506.441,67
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,4,19,0.9090909090909091,False,,,1895683,34010.0,,57
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,5,20,0.0,True,,,3469310,1737901.0,,108
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,6,21,0.7,False,,,1955969,45090.0,1223.831,68
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,7,22,0.8461538461538461,False,1175343.0,9892.0,1185235,32983.0,1184.709,54
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,8,23,0.375,False,,,1738274,47310.0,1029.96,53
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,9,24,0.7272727272727273,False,,,1346832,47152.0,1012.442,43
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,10,25,0.0,True,,,3080349,3075661.0,,81
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,11,26,1.0,False,,,7293843,58106.0,,183
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,12,27,0.0,True,,,2430597,2427274.0,,73
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,13,28,0.0,True,,,3486095,1746040.0,,102
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,14,29,0.0,True,,,5172363,2587692.0,,146
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,15,30,0.0,True,,,7422812,3711863.0,,198
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,0.9,False,,,3461834,47726.0,,81
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9a7,simple-login/app,2,2,1.0,False,,,3205834,53633.0,2863.253,89
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,3,3,0.7,False,,,2214802,53900.0,1698.409,64
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9ab,simple-login/app,4,4,0.7857142857142857,False,,,7897808,49328.0,,184
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97baa1d,simple-login/app,5,5,0.875,False,1832528.0,9479.0,1842007,44414.0,1674.537,56
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,6,6,0.8888888888888888,False,,,3100916,57958.0,2811.35,76
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9a8,simple-login/app,7,7,1.0,False,,,1380570,58394.0,1945.049,35
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9e8,simple-login/app,8,8,0.0,True,,,5932844,,,125
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,9,9,0.0,False,,,6899115,64174.0,,158
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,10,10,0.0,False,,,1877549,56435.0,607.352,47
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9aa,simple-login/app,11,11,0.0,True,,,5313198,5305953.0,,122
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9a5,simple-login/app,12,12,0.0,True,,,2130079,,,57
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9a6,simple-login/app,13,13,0.7272727272727273,False,,,13521837,74156.0,,226
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9a4,simple-login/app,14,14,0.0,True,,,1909155,,,50
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9ad,simple-login/app,15,15,0.7272727272727273,False,,,2695825,50536.0,,66
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,1,16,0.0,False,,,4528498,,,108
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,2,17,1.0,False,,,1387021,50238.0,1442.611,41
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,3,18,1.0,False,,,1155372,51507.0,1195.404,31
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,4,19,0.7272727272727273,False,,,783690,51629.0,1048.854,22
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,5,20,1.0,False,,,9344461,60661.0,,218
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,6,21,0.0,True,,,1291890,,,42
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,7,22,0.9230769230769231,False,1906160.0,7933.0,1914093,37166.0,1317.12,74
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,8,23,0.75,False,,,6854854,62213.0,,151
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,9,24,0.6363636363636364,False,,,3426268,57224.0,,84
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,10,25,0.5833333333333334,False,,,2227936,44505.0,,58
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,11,26,0.0,True,,,1734945,48330.0,889.129,52
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,12,27,0.8571428571428571,False,,,985303,52410.0,396.899,25
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,13,28,0.0,True,,,3297781,3291986.0,,81
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,14,29,0.8181818181818182,False,,,1196286,46314.0,,30
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,15,30,0.875,False,,,2179247,50188.0,,55
