run_dir,replicate,arm,task_id,occurrence,repository,session_id,call_seq,query,n_results,n_via_match,n_via_link,sim_mean,sim_min,sim_max,note_ids,gateway_log_query,gateway_log_n_results,gateway_log_latency_ms,agg_score,reward,control_agg_score,delta,bucket
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d8,23,paperless-ngx/paperless-ngx,f57b37ed-a24f-40ec-a1de-3e10851a5ff0,2,classifier training barcodes OCR edge cases confidence threshold,0,0,0,,,,,classifier training barcodes OCR edge cases confidence threshold,18,1139,0.6666666666666666,0.0,0.5833333333333334,0.08333333333333326,improved
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d9,21,paperless-ngx/paperless-ngx,d3f4b6c7-c075-4b9f-974e-8ec26d7e90a5,1,paperless-ngx background processing async queue,0,0,0,,,,,paperless-ngx background processing async queue,9,195,0.7,0.0,1.0,-0.30000000000000004,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d9,21,paperless-ngx/paperless-ngx,d3f4b6c7-c075-4b9f-974e-8ec26d7e90a5,2,paperless-ngx async task queue django-q background processing,0,0,0,,,,,paperless-ngx async task queue django-q background processing,11,1251,0.7,0.0,1.0,-0.30000000000000004,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9db,22,paperless-ngx/paperless-ngx,5141e7bf-2bdf-4eb1-a18b-84547af081b8,1,Paperless-NGX repository file handling tags duplicate classifier,0,0,0,,,,,Paperless-NGX repository file handling tags duplicate classifier,13,1286,0.9166666666666666,0.0,1.0,-0.08333333333333337,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9db,22,paperless-ngx/paperless-ngx,5141e7bf-2bdf-4eb1-a18b-84547af081b8,2,paperless-ngx file handling tag rename rollback classifier duplicate sanity,0,0,0,,,,,paperless-ngx file handling tag rename rollback classifier duplicate sanity,13,1521,0.9166666666666666,0.0,1.0,-0.08333333333333337,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9dc,25,paperless-ngx/paperless-ngx,f76ca88f-b1bb-4de0-8edf-f0d664b2c589,1,paperless-ngx document processing OCR,0,0,0,,,,,paperless-ngx document processing OCR,13,1338,1.0,1.0,1.0,0.0,tied
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9dd,18,paperless-ngx/paperless-ngx,85459591-2fc4-43da-bd00-dc55caa41328,1,Paperless-NGX ingestion document processing codebase,0,0,0,,,,,Paperless-NGX ingestion document processing codebase,13,1286,0.7,0.0,0.5,0.19999999999999996,improved
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9de,26,paperless-ngx/paperless-ngx,c18da513-cf8a-4603-98ab-9a248059e66c,1,Paperless memory usage metadata processing,0,0,0,,,,,Paperless memory usage metadata processing,13,1791,,,0.5555555555555556,,
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9e0,17,paperless-ngx/paperless-ngx,95535be8-2ddf-4f34-a447-cf90b7eca379,1,documents list pagination duplicate browsing filters,0,0,0,,,,,documents list pagination duplicate browsing filters,13,1303,0.625,0.0,0.75,-0.125,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9e0,17,paperless-ngx/paperless-ngx,95535be8-2ddf-4f34-a447-cf90b7eca379,2,paperless-ngx documents pagination duplicate haunting ordering,0,0,0,,,,,paperless-ngx documents pagination duplicate haunting ordering,13,1155,0.625,0.0,0.75,-0.125,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9e8,7,simple-login/app,a4685b11-d45f-4b23-bf64-c667f053b311,1,SimpleLogin authentication API sessions email forwarding alias tokens,0,0,0,,,,,SimpleLogin authentication API sessions email forwarding alias tokens,9,1506,,,0.8666666666666667,,
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97baa1d,5,simple-login/app,f37b0ad8-1d3c-4a52-8b90-184308d27f06,1,SimpleLogin session handling Redis deserialization,0,0,0,,,,,SimpleLogin session handling Redis deserialization,8,1944,0.875,0.0,0.75,0.125,improved
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97baa1d,5,simple-login/app,f37b0ad8-1d3c-4a52-8b90-184308d27f06,2,SimpleLogin session corruption pickle deserialization itsdangerous,0,0,0,,,,,SimpleLogin session corruption pickle deserialization itsdangerous,9,1190,0.875,0.0,0.75,0.125,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9a4,14,simple-login/app,7e2e9d5a-174b-4d6c-a37d-c934baacf4e0,1,SimpleLogin backend startup dev mode,0,0,0,,,,,SimpleLogin backend startup dev mode,13,1238,1.0,1.0,1.0,0.0,tied
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9a4,14,simple-login/app,7e2e9d5a-174b-4d6c-a37d-c934baacf4e0,2,SimpleLogin startup configuration logging background jobs,0,0,0,,,,,SimpleLogin startup configuration logging background jobs,13,1227,1.0,1.0,1.0,0.0,tied
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9a5,12,simple-login/app,d28b24fa-6b97-48ad-8a41-33450df5b03f,1,alias creation signed suffix validation rate limit,0,0,0,,,,,alias creation signed suffix validation rate limit,13,1353,0.9230769230769231,0.0,0.7692307692307693,0.15384615384615385,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9a5,12,simple-login/app,d28b24fa-6b97-48ad-8a41-33450df5b03f,2,signed suffix validation error status code 412 400 429 409,0,0,0,,,,,signed suffix validation error status code 412 400 429 409,13,1148,0.9230769230769231,0.0,0.7692307692307693,0.15384615384615385,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9a6,13,simple-login/app,cfa0c5ad-9f9f-4ecd-9019-c1c5a8b863c7,1,email privacy system anonymous aliases initialization database migration,0,0,0,,,,,email privacy system anonymous aliases initialization database migration,13,189,,,0.6363636363636364,,
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9a7,2,simple-login/app,acf084a4-1a0b-49fc-8184-011179f588e9,1,SimpleLogin workflow mailbox verification code email forwarding,1,1,0,61.10311000000001,61.10311000000001,61.10311000000001,d66e85ec-97fe-4cf6-b9a2-a99f76f3a485,SimpleLogin workflow mailbox verification code email forwarding,1,110,,,0.9230769230769231,,
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9a9,3,simple-login/app,7cf42607-34be-4254-b4b3-ac6964d8686d,1,SimpleLogin alias reply handling routing,6,5,1,46.699408000000005,36.450058,58.66724,d66e85ec-97fe-4cf6-b9a2-a99f76f3a485;a0f25f88-0777-4de3-b45f-35b0e8303f87;a618e7c9-2c35-4c80-9cf8-dccc9ee183ab;54f9e39c-c2da-4e19-9524-f9449131b0cc;9eeb53cb-cb87-4b1e-a500-600c801bb1e4;b55f3b00-76a4-40ca-a90e-524e5548ca9c,SimpleLogin alias reply handling routing,6,166,0.7,0.0,0.5,0.19999999999999996,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9aa,11,simple-login/app,3d2d9ce1-2a91-4190-8809-de15e0a8faf2,1,SimpleLogin application structure setup,0,0,0,,,,,SimpleLogin application structure setup,12,1228,0.8333333333333334,0.0,0.6666666666666666,0.16666666666666674,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9aa,11,simple-login/app,3d2d9ce1-2a91-4190-8809-de15e0a8faf2,2,SimpleLogin email handler job runner web server startup logs confirmation,0,0,0,,,,,SimpleLogin email handler job runner web server startup logs confirmation,13,1171,0.8333333333333334,0.0,0.6666666666666666,0.16666666666666674,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9ab,4,simple-login/app,3a02fd85-7a31-4dd3-a174-40a6effb1cf1,1,SimpleLogin alias creation frontend backend database,0,0,0,,,,,SimpleLogin alias creation frontend backend database,6,252,0.8571428571428571,0.0,0.7142857142857143,0.1428571428571428,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9ab,4,simple-login/app,3a02fd85-7a31-4dd3-a174-40a6effb1cf1,2,alias creation flow database tables touched events background tasks,0,0,0,,,,,alias creation flow database tables touched events background tasks,7,1244,0.8571428571428571,0.0,0.7142857142857143,0.1428571428571428,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9ac,1,simple-login/app,06cf3f47-4cd1-42d5-8f08-c14dd465a4a5,1,SimpleLogin email forwarding SL Message-ID alias,0,0,0,,,,,SimpleLogin email forwarding SL Message-ID alias,0,33,,,0.6,,
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9ac,1,simple-login/app,06cf3f47-4cd1-42d5-8f08-c14dd465a4a5,2,email forwarding log messages email handler forward success failure,1,1,0,49.4352,49.4352,49.4352,d66e85ec-97fe-4cf6-b9a2-a99f76f3a485,email forwarding log messages email handler forward success failure,1,283,,,0.6,,
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9ad,15,simple-login/app,23111230-60da-4e43-9d0e-b1430d2ddc49,1,SimpleLogin codebase setup authentication email,0,0,0,,,,,SimpleLogin codebase setup authentication email,13,233,0.7272727272727273,0.0,0.5454545454545454,0.18181818181818188,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9ae,10,simple-login/app,e899d74e-d35a-4389-9b39-8622fff7a276,1,SimpleLogin inbound email reply contact resolution alias forwarding,0,0,0,,,,,SimpleLogin inbound email reply contact resolution alias forwarding,10,211,0.5,0.0,0.6666666666666666,-0.16666666666666663,degraded
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9af,9,simple-login/app,b6911d06-b5cb-4f96-8bb6-c778f2859016,1,codebase structure server database PostgreSQL setup,0,0,0,,,,,codebase structure server database PostgreSQL setup,8,1839,0.7692307692307693,0.0,0.7692307692307693,0.0,tied
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9af,9,simple-login/app,b6911d06-b5cb-4f96-8bb6-c778f2859016,2,database migrations login server startup services email handler SMTP,0,0,0,,,,,database migrations login server startup services email handler SMTP,10,1493,0.7692307692307693,0.0,0.7692307692307693,0.0,tied
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9d0,26,paperless-ngx/paperless-ngx,9faa6273-542d-4004-b3bb-3805f41a7ac4,1,paperless-ngx background maintenance tasks,0,0,0,,,,,paperless-ngx background maintenance tasks,13,266,1.0,1.0,1.0,0.0,tied
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9d1,18,paperless-ngx/paperless-ngx,92e5eb9c-4162-4c43-9d1f-21c42d7e68fa,1,Paperless-NGX search index synchronization document changes,0,0,0,,,,,Paperless-NGX search index synchronization document changes,13,1314,1.0,1.0,0.875,0.125,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9d1,18,paperless-ngx/paperless-ngx,92e5eb9c-4162-4c43-9d1f-21c42d7e68fa,2,Paperless-NGX document update API index sync add_to_index bulk_update_documents,0,0,0,,,,,Paperless-NGX document update API index sync add_to_index bulk_update_documents,13,1545,1.0,1.0,0.875,0.125,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9d2,19,paperless-ngx/paperless-ngx,eee96ef7-b63a-4e9f-871e-f408e4ff1644,1,paperless-ngx document processing metadata,0,0,0,,,,,paperless-ngx document processing metadata,13,1242,0.8181818181818182,0.0,0.9090909090909091,-0.09090909090909083,degraded
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9d3,29,paperless-ngx/paperless-ngx,c6aee720-963b-495f-9b98-f0c33ed86909,1,paperless-ngx document processing pipeline,0,0,0,,,,,paperless-ngx document processing pipeline,13,1985,0.9090909090909091,0.0,1.0,-0.09090909090909094,degraded
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9d4,24,paperless-ngx/paperless-ngx,09973fc5-a694-49f1-910b-290ed0a0c742,1,Paperless-NGX runtime background processes,0,0,0,,,,,Paperless-NGX runtime background processes,13,260,0.7272727272727273,0.0,0.8181818181818182,-0.09090909090909094,degraded
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9d5,27,paperless-ngx/paperless-ngx,5775cfa8-2882-47c2-965d-6c89e029de57,1,Paperless-NGX document ingestion pipeline,0,0,0,,,,,Paperless-NGX document ingestion pipeline,13,1779,0.7142857142857143,0.0,0.6428571428571429,0.0714285714285714,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9d6,17,paperless-ngx/paperless-ngx,a95b616c-63a7-4f20-854d-6edc77710e2a,1,paperless-ngx OCR processing pipeline,0,0,0,,,,,paperless-ngx OCR processing pipeline,13,1194,0.9,0.0,0.9,0.0,tied
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9d7,22,paperless-ngx/paperless-ngx,7b466adc-59eb-46e0-804c-87178e2801fc,1,paperless API authentication token,0,0,0,,,,,paperless API authentication token,13,1213,0.8461538461538461,0.0,0.8461538461538461,0.0,tied
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9d8,25,paperless-ngx/paperless-ngx,11e9a404-d8fe-4156-ac71-d9129f0e33a4,1,document classification machine learning pipeline test training OCR,0,0,0,,,,,document classification machine learning pipeline test training OCR,13,1710,0.5,0.0,0.6666666666666666,-0.16666666666666663,degraded
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9d9,21,paperless-ngx/paperless-ngx,1b8403f7-1031-4102-ae0d-2b1550973895,1,paperless-ngx background processing async queue tasks,0,0,0,,,,,paperless-ngx background processing async queue tasks,13,1515,0.8,0.0,0.6,0.20000000000000007,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9db,20,paperless-ngx/paperless-ngx,bb48e6d8-e8bb-4ada-9505-d262adec9917,1,Paperless-NGX file handling tags classifier duplicate,0,0,0,,,,,Paperless-NGX file handling tags classifier duplicate,13,1179,1.0,1.0,0.9166666666666666,0.08333333333333337,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9db,20,paperless-ngx/paperless-ngx,bb48e6d8-e8bb-4ada-9505-d262adec9917,2,Paperless-NGX rollback move file tag change rename path,0,0,0,,,,,Paperless-NGX rollback move file tag change rename path,13,231,1.0,1.0,0.9166666666666666,0.08333333333333337,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9dc,30,paperless-ngx/paperless-ngx,2de9840a-8d85-4968-aa2a-7f78c70d9aa3,1,paperless-ngx OCR PDF processing,0,0,0,,,,,paperless-ngx OCR PDF processing,13,1828,,,1.0,,
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9dd,16,paperless-ngx/paperless-ngx,8dd1189d-ef5f-48aa-a82a-98ed68e1169a,1,Paperless-NGX codebase document ingestion workflow,0,0,0,,,,,Paperless-NGX codebase document ingestion workflow,13,1694,0.7,0.0,0.4,0.29999999999999993,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9dd,16,paperless-ngx/paperless-ngx,8dd1189d-ef5f-48aa-a82a-98ed68e1169a,2,Paperless-NGX document ingestion workflow Django Q task queue Redis,0,0,0,,,,,Paperless-NGX document ingestion workflow Django Q task queue Redis,13,1217,0.7,0.0,0.4,0.29999999999999993,improved
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9de,28,paperless-ngx/paperless-ngx,f43830e9-cba2-4236-8636-9020b6d25e45,1,Paperless memory usage metadata processing,0,0,0,,,,,Paperless memory usage metadata processing,13,2026,,,0.4444444444444444,,
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9e0,23,paperless-ngx/paperless-ngx,3d90c301-092a-484c-b8ad-9d0bc89fd1fd,1,documents list pagination duplicates sort order,0,0,0,,,,,documents list pagination duplicates sort order,13,180,0.5,0.0,0.75,-0.25,degraded
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97ba9e0,23,paperless-ngx/paperless-ngx,3d90c301-092a-484c-b8ad-9d0bc89fd1fd,2,pagination ordering unstable distinct M2M tag filter,0,0,0,,,,,pagination ordering unstable distinct M2M tag filter,13,1142,0.5,0.0,0.75,-0.25,degraded
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97baa1d,5,simple-login/app,473c4a9d-24b6-4b95-ad20-1f20082c09be,1,SimpleLogin session handling Redis deserialization,0,0,0,,,,,SimpleLogin session handling Redis deserialization,7,480,,,0.75,,
20260914T035345.813663967Z-openclaw-sweatlasqa-pilot30-shuffle2-amem-global-sglang,pilot30-shuffle2,global-scope,task-6905333b74f22949d97baa1d,5,simple-login/app,473c4a9d-24b6-4b95-ad20-1f20082c09be,2,SimpleLogin session Redis deserialization pickle corruption,0,0,0,,,,,SimpleLogin session Redis deserialization pickle corruption,9,191,,,0.75,,
