replicate,arm,task_id,repository,position,global_position,agg_score,is_failure,inputTokens,outputTokens,runtimeSec,turns
shuffle2,task-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,13,28,0.2222222222222222,False,,,1915.038,116
shuffle2,task-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,14,29,1.0,False,3810816.0,29753.0,1253.955,75
shuffle2,task-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,15,30,1.0,False,8304724.0,23056.0,2351.177,148
shuffle2,repo-scope,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,0.6,False,3244673.0,6731.0,1626.039,61
shuffle2,repo-scope,task-6905333b74f22949d97ba9a7,simple-login/app,2,2,1.0,False,2017189.0,9557.0,1505.587,50
shuffle2,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,3,3,0.6,False,5420017.0,22649.0,3529.085,115
shuffle2,repo-scope,task-6905333b74f22949d97ba9ab,simple-login/app,4,4,0.8571428571428571,False,4795358.0,11704.0,1904.637,90
shuffle2,repo-scope,task-6905333b74f22949d97baa1d,simple-login/app,5,5,0.875,False,1643222.0,16524.0,1497.795,52
shuffle2,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,6,6,1.0,False,3106160.0,26036.0,1404.342,82
shuffle2,repo-scope,task-6905333b74f22949d97ba9a8,simple-login/app,7,7,1.0,False,2154999.0,7411.0,808.497,68
shuffle2,repo-scope,task-6905333b74f22949d97ba9e8,simple-login/app,8,8,0.4666666666666667,False,4336449.0,11457.0,1308.773,96
shuffle2,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,9,9,0.8461538461538461,False,3096122.0,14461.0,1415.63,74
shuffle2,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,10,10,0.6666666666666666,False,2518403.0,8290.0,977.04,69
shuffle2,repo-scope,task-6905333b74f22949d97ba9aa,simple-login/app,11,11,0.8333333333333334,False,1584982.0,15774.0,878.065,36
shuffle2,repo-scope,task-6905333b74f22949d97ba9a5,simple-login/app,12,12,0.6153846153846154,False,1972325.0,11765.0,1650.473,54
shuffle2,repo-scope,task-6905333b74f22949d97ba9a6,simple-login/app,13,13,0.7272727272727273,False,8959477.0,32807.0,3123.392,124
shuffle2,repo-scope,task-6905333b74f22949d97ba9ad,simple-login/app,15,15,0.7272727272727273,False,2968143.0,9984.0,867.061,58
shuffle2,repo-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,1,16,0.4,False,775702.0,6788.0,422.349,22
shuffle2,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,2,17,0.9,False,1393300.0,6145.0,432.647,34
shuffle2,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,3,18,0.875,False,1638513.0,10638.0,799.398,59
shuffle2,repo-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,5,20,0.9166666666666666,False,3125181.0,8802.0,1013.559,62
shuffle2,repo-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,6,21,0.8,False,1426050.0,6362.0,700.726,52
shuffle2,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,7,22,0.8461538461538461,False,2043538.0,10381.0,854.703,55
shuffle2,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,8,23,0.875,False,1869995.0,7048.0,745.499,50
shuffle2,repo-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,9,24,0.8181818181818182,False,2093310.0,11947.0,662.134,53
shuffle2,repo-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,10,25,0.75,False,2795457.0,6371.0,620.754,56
shuffle2,repo-scope,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,11,26,1.0,False,2513972.0,8690.0,559.204,59
shuffle2,repo-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,12,27,0.5714285714285714,False,1246954.0,12953.0,512.087,27
shuffle2,repo-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,13,28,0.2222222222222222,False,4443451.0,22832.0,1347.812,75
shuffle2,repo-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,14,29,0.9090909090909091,False,2076532.0,8876.0,572.725,42
shuffle2,repo-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,15,30,1.0,False,10884217.0,19155.0,2283.183,184
